sentence_id,sentence,aspect,category,polarity
361:0,مكان رائع قضيت في هذا المكان حوالي 5 ايام وقد كان علي مستوي عالي جدا من النظافة والخدمة المتميزة والاخلاق العالية من الموظفين هناك,الخدمة,SERVICE,positive
361:0,مكان رائع قضيت في هذا المكان حوالي 5 ايام وقد كان علي مستوي عالي جدا من النظافة والخدمة المتميزة والاخلاق العالية من الموظفين هناك,الموظفين,SERVICE,positive
361:1,بالإضافة لسعره المناسب بالنسبة للخدمة والمستوي المقدم من النظافة وحجم الغرف وجودة فرشها ومكانه المتميز في وسط البلد بالقرب من كل المصالح الحكومية ومناطق الأعمال,سعر,HOTEL,neutral
361:1,بالإضافة لسعره المناسب بالنسبة للخدمة والمستوي المقدم من النظافة وحجم الغرف وجودة فرشها ومكانه المتميز في وسط البلد بالقرب من كل المصالح الحكومية ومناطق الأعمال,الغرف,ROOMS,neutral
1408:0,مكان ساحر وجميل لاجازة نهاية الاسبوع استمتعنا بالاقامة في هذا المكان,مكان,LOCATION,positive
1408:1,المنطقة هادئة جدا والافطار كان شهيا جدا، باختصار تجربة تستحق التكرار بكل تاكيد ما يعيبه انه لا يمكنك حجزه عن طريق مواقع الحجز المعروفة مثل  حيث يتطلب ان تتصل عليهم وتعطيهم بيانات البطاقة الائتمانية وهو ما أراه سلبيا نوعا ما.,المنطقة,LOCATION,positive
1408:1,المنطقة هادئة جدا والافطار كان شهيا جدا، باختصار تجربة تستحق التكرار بكل تاكيد ما يعيبه انه لا يمكنك حجزه عن طريق مواقع الحجز المعروفة مثل  حيث يتطلب ان تتصل عليهم وتعطيهم بيانات البطاقة الائتمانية وهو ما أراه سلبيا نوعا ما.,الافطار,FOOD_DRINKS,positive
425:0,مريح حبيته كموقع جداً مريح داخل الستي سنتر حبيت المقهى والكفيه كل شي جميل والغرف والحمام,موقع,HOTEL,positive
425:0,مريح حبيته كموقع جداً مريح داخل الستي سنتر حبيت المقهى والكفيه كل شي جميل والغرف والحمام,الغرف,ROOMS,positive
425:0,مريح حبيته كموقع جداً مريح داخل الستي سنتر حبيت المقهى والكفيه كل شي جميل والغرف والحمام,الحمام,ROOMS,positive
1755:0,قيمة جيدة للمال وموقع ممتاز,موقع,HOTEL,positive
1755:0,قيمة جيدة للمال وموقع ممتاز,NULL,LOCATION,positive
1755:1,رحلة واحدة يوم كامل ولكنه يستحق كل قرش، ادفع حوالي 40 جنيه إسترليني فقط لكل شيء، وكن مستعداً لأقصى الإحراج من السكان المحليين,NULL,HOTEL,positive
1399:0,استمتعت بكل حاجه فى القريه من طعام متنوع جدا لالعاب وغرف نظيفة وواسعة ومعاملة جيدة وخدمة ممتازة وفريق الانيماشن اللطيف ...كل شىء كان على مايرام ومتوفر وبكثرة ....هذا وبالرغم من ازدحام فترة العيد,طعام,FOOD_DRINKS,positive
1399:0,استمتعت بكل حاجه فى القريه من طعام متنوع جدا لالعاب وغرف نظيفة وواسعة ومعاملة جيدة وخدمة ممتازة وفريق الانيماشن اللطيف ...كل شىء كان على مايرام ومتوفر وبكثرة ....هذا وبالرغم من ازدحام فترة العيد,غرف,ROOMS,positive
1399:0,استمتعت بكل حاجه فى القريه من طعام متنوع جدا لالعاب وغرف نظيفة وواسعة ومعاملة جيدة وخدمة ممتازة وفريق الانيماشن اللطيف ...كل شىء كان على مايرام ومتوفر وبكثرة ....هذا وبالرغم من ازدحام فترة العيد,معاملة,SERVICE,positive
1376:0,فندق تريشر أيلاند يواكب مستجدات العصر فندق تريشر أيلاند هو فندق/منتجع بسيط ولكن ذو قيمة عالية!,فندق,HOTEL,positive
1376:0,فندق تريشر أيلاند يواكب مستجدات العصر فندق تريشر أيلاند هو فندق/منتجع بسيط ولكن ذو قيمة عالية!,فندق,HOTEL,positive
1376:0,فندق تريشر أيلاند يواكب مستجدات العصر فندق تريشر أيلاند هو فندق/منتجع بسيط ولكن ذو قيمة عالية!,NULL,HOTEL,positive
1376:1,غرف بأسعار معقولة جداً جداً،,غرف,ROOMS,positive
1376:2,مطعم البوفيه لطيف للغاية، موقع الإفطار جيد، ترتيبه جيد و يحافظون عليه بصورة رائعة،,موقع الإفطار,LOCATION,positive
1376:3,طاقم الموظفين محترفين و مفيدين،,طاقم الموظفين,SERVICE,positive
1800:0,مذهل بكل ما تحمله الكلمه من معنى انه الاول بلا منازع لكل من يحب التمتع بالمناظر الطبيعيه هذا هو المكان المناسب السبب موجود في المناظر الرائعة في شرفة غرف الفندق,بالمناظر الطبيعيه,HOTEL,positive
1800:0,مذهل بكل ما تحمله الكلمه من معنى انه الاول بلا منازع لكل من يحب التمتع بالمناظر الطبيعيه هذا هو المكان المناسب السبب موجود في المناظر الرائعة في شرفة غرف الفندق,المكان,HOTEL,positive
1800:0,مذهل بكل ما تحمله الكلمه من معنى انه الاول بلا منازع لكل من يحب التمتع بالمناظر الطبيعيه هذا هو المكان المناسب السبب موجود في المناظر الرائعة في شرفة غرف الفندق,شرفة,LOCATION,positive
1800:1,و الحرص في النظافة والاهتمام بالنزلاء وتوجد العاب خشبية تقليدية امام الفندق,النظافة,HOTEL,positive
1800:1,و الحرص في النظافة والاهتمام بالنزلاء وتوجد العاب خشبية تقليدية امام الفندق,الاهتمام,SERVICE,positive
1800:1,و الحرص في النظافة والاهتمام بالنزلاء وتوجد العاب خشبية تقليدية امام الفندق,العاب خشبية,HOTEL,positive
1800:2,وللمعلومة البلده جدا هادئة ولا تتناسب مع محبي كثرة الازعاج والازدحام بعد الفندق من سوق البلدة حوالي 800 متر  وهي في تل كبير مرتفع عن سوق البلده,الفندق,LOCATION,positive
368:0,فندق سيئ للغاية المطعم سيئ جدا والموظفين فى غاية قلة الزوق اما الغرف فتعتبر معقولة ولكن من العيوب تعطل التكييف كثيرا وكذلك المصعد وانقطاع المياة مرتين يوميا وكذاك مسئولى المطعم فى غايه قلة الزوق لدرجة ان قلت لة المعاملة هنا سيئة للغياة وان لم انزل هنا مرة ثانية رد على وقال مش مشكلة,فندق,HOTEL,negative
368:0,فندق سيئ للغاية المطعم سيئ جدا والموظفين فى غاية قلة الزوق اما الغرف فتعتبر معقولة ولكن من العيوب تعطل التكييف كثيرا وكذلك المصعد وانقطاع المياة مرتين يوميا وكذاك مسئولى المطعم فى غايه قلة الزوق لدرجة ان قلت لة المعاملة هنا سيئة للغياة وان لم انزل هنا مرة ثانية رد على وقال مش مشكلة,الموظفين,SERVICE,negative
368:0,فندق سيئ للغاية المطعم سيئ جدا والموظفين فى غاية قلة الزوق اما الغرف فتعتبر معقولة ولكن من العيوب تعطل التكييف كثيرا وكذلك المصعد وانقطاع المياة مرتين يوميا وكذاك مسئولى المطعم فى غايه قلة الزوق لدرجة ان قلت لة المعاملة هنا سيئة للغياة وان لم انزل هنا مرة ثانية رد على وقال مش مشكلة,المعاملة,SERVICE,negative
977:0,مكان رائع للإقامة فيه غرف عملية لائقة الحجم ومناطق جماعية مريحة مع تبادل الكتب كما يقع على مسافة قصيرة من شاطئ البحر. أسعاره ممتازة ويتسم العاملون فيه بالود والترحاب.,مكان,LOCATION,positive
977:0,مكان رائع للإقامة فيه غرف عملية لائقة الحجم ومناطق جماعية مريحة مع تبادل الكتب كما يقع على مسافة قصيرة من شاطئ البحر. أسعاره ممتازة ويتسم العاملون فيه بالود والترحاب.,غرف,ROOMS,positive
977:0,مكان رائع للإقامة فيه غرف عملية لائقة الحجم ومناطق جماعية مريحة مع تبادل الكتب كما يقع على مسافة قصيرة من شاطئ البحر. أسعاره ممتازة ويتسم العاملون فيه بالود والترحاب.,أسعاره,HOTEL,positive
977:0,مكان رائع للإقامة فيه غرف عملية لائقة الحجم ومناطق جماعية مريحة مع تبادل الكتب كما يقع على مسافة قصيرة من شاطئ البحر. أسعاره ممتازة ويتسم العاملون فيه بالود والترحاب.,العاملون,SERVICE,positive
977:1,فهو ليس بالتأكيد أفضل نزل من ناحية التجهيز ولا من ناحية الموقع لكنك تحصل على ما تدفع مقابله ولا يمكنك القيام بأفضل من هذا المكان العملي بشكل كبير والمتسم بالترحاب في نفس الوقت.,NULL,HOTEL,neutral
2182:0,لا تفكر حتى في الإقامة هنا  وضع وكيل سفريات صيني مؤتمرنا الصغير في هذا الفندق المروّع القديم القذر وكان كئيبًا جدًا.,الإقامة,HOTEL,negative
2182:0,لا تفكر حتى في الإقامة هنا  وضع وكيل سفريات صيني مؤتمرنا الصغير في هذا الفندق المروّع القديم القذر وكان كئيبًا جدًا.,الفندق,HOTEL,negative
2182:0,لا تفكر حتى في الإقامة هنا  وضع وكيل سفريات صيني مؤتمرنا الصغير في هذا الفندق المروّع القديم القذر وكان كئيبًا جدًا.,NULL,HOTEL,negative
2182:0,لا تفكر حتى في الإقامة هنا  وضع وكيل سفريات صيني مؤتمرنا الصغير في هذا الفندق المروّع القديم القذر وكان كئيبًا جدًا.,NULL,HOTEL,negative
2182:1,أسوأ ما في الأمر هو أن المؤتمر دفع أسعارًا مرتفعة جدًا بسبب أن وكيل السفر الصيني الأمريكي استعان بوكيل سفر من بر الصين الرئيسي الذي أضاف أيضًا رسومًا ضخمة.,أسعارًا,HOTEL,negative
2182:2,جعلت المدير المناوب يُطلعني على غرف أخرى على أمل التوصل إلى غرفة أنظف وأقل كآبة.,NULL,ROOMS,negative
2182:2,جعلت المدير المناوب يُطلعني على غرف أخرى على أمل التوصل إلى غرفة أنظف وأقل كآبة.,NULL,ROOMS,negative
2182:3,بعد تسع غرف اخترت غرفة أنظف نوعًا ما كان بها مرحاض يعمل ومقعد بالمرحاض.,غرفة,ROOMS,positive
2182:4,يقع الفندق في مكان غير مريح بالمرة في الدائرة الثانية.,مكان,LOCATION,negative
2182:4,يقع الفندق في مكان غير مريح بالمرة في الدائرة الثانية.,الدائرة الثانية,LOCATION,negative
803:0,استمتعت كثيرا بالنزول في هذا الفندق أفضل فندق نزلت فيه بالمدينة كل شيء رائع فيه من راحة ونظافة و قربه من المسجد النبوي,الفندق,HOTEL,positive
803:0,استمتعت كثيرا بالنزول في هذا الفندق أفضل فندق نزلت فيه بالمدينة كل شيء رائع فيه من راحة ونظافة و قربه من المسجد النبوي,فندق,HOTEL,positive
803:0,استمتعت كثيرا بالنزول في هذا الفندق أفضل فندق نزلت فيه بالمدينة كل شيء رائع فيه من راحة ونظافة و قربه من المسجد النبوي,المسجد النبوي,LOCATION,positive
803:1,وكذلك تنوع الإفطار لديهم تعامل جميع العاملين و الموظفين أكثر من رائع في أسلوب التحدث والضيافة..,الإفطار,FOOD_DRINKS,positive
803:1,وكذلك تنوع الإفطار لديهم تعامل جميع العاملين و الموظفين أكثر من رائع في أسلوب التحدث والضيافة..,العاملين,SERVICE,positive
803:1,وكذلك تنوع الإفطار لديهم تعامل جميع العاملين و الموظفين أكثر من رائع في أسلوب التحدث والضيافة..,الموظفين,SERVICE,positive
803:2,وخصوصا الأخ سعيد أشكر جميع العاملين في هذا الفندق,العاملين,SERVICE,positive
364:0,مكان عظيم للإقامة!! حجرة نظيفة ولطيفة جداً بحمام فى مبنى وسط حديقة هادئة مبهجة (مع أرجوحة!!) حيث يستطيع النزلاء تناول الوجبات التى يعدها فريق العمل لهم!,مكان,LOCATION,positive
364:0,مكان عظيم للإقامة!! حجرة نظيفة ولطيفة جداً بحمام فى مبنى وسط حديقة هادئة مبهجة (مع أرجوحة!!) حيث يستطيع النزلاء تناول الوجبات التى يعدها فريق العمل لهم!,حجرة,ROOMS,positive
364:1,فريق العمل رائع: عائلة جادة جداً تساعدك فى كل شئ وتعتنى بإقامتك لتغوص فى ثقافتهم وفى جو الواحة. ينظمون أيضاً رحلة إلى الصحراء بسعرٍ رخيص!!,فريق,SERVICE,positive
364:1,فريق العمل رائع: عائلة جادة جداً تساعدك فى كل شئ وتعتنى بإقامتك لتغوص فى ثقافتهم وفى جو الواحة. ينظمون أيضاً رحلة إلى الصحراء بسعرٍ رخيص!!,سعر,HOTEL,positive
256:0,شقة أنيقة  بعد الإقامة السابقة مع شقق براغ سيتي قررت تجربة إقامة بريهوفا التابعة لها والموصى بها بشدة. تقع الشقة التي تم تجديدها في مبنى قديم فاخر جداً بالقرب من شارع باريس الأنيق. وهي تضم صالة استقبال خاصة بها، وتقع مباشرةً بالقرب من كل المعالم السياحية والمطاعم. إنني أوصي به للمسافرين.,شقة,ROOMS,positive
1930:0,الاستقبال سيئ لمن يرغب في الحضور قبل الرحله بوقت كافي لقربه من المطار,الاستقبال,SERVICE,negative
1930:1,فندق عادي جدا الاستقبال لا ي يجيدون التعامل والواي فاي معطل,فندق,HOTEL,neutral
1930:1,فندق عادي جدا الاستقبال لا ي يجيدون التعامل والواي فاي معطل,الاستقبال,SERVICE,negative
1930:1,فندق عادي جدا الاستقبال لا ي يجيدون التعامل والواي فاي معطل,التعامل,SERVICE,negative
1930:2,الغرف جيده وإطلالة الغرف سيئه ولا توجد قنوات جيده بالتلفاز فندق للتحضير لمغادرة كيرلا,الغرف,ROOMS,positive
1930:2,الغرف جيده وإطلالة الغرف سيئه ولا توجد قنوات جيده بالتلفاز فندق للتحضير لمغادرة كيرلا,إطلالة,ROOMS,negative
1930:2,الغرف جيده وإطلالة الغرف سيئه ولا توجد قنوات جيده بالتلفاز فندق للتحضير لمغادرة كيرلا,NULL,HOTEL,negative
1930:3,يوجد مطعم ممتاز يبعد عن الفندق  كلم لا انصح بالفندق,NULL,LOCATION,negative
1930:3,يوجد مطعم ممتاز يبعد عن الفندق  كلم لا انصح بالفندق,NULL,HOTEL,negative
1185:0,فندق قديم وهادئ موقع جيد ويبعد عن المترو #1636;#1632;#1632; متر وبالأسفل يوجد مطعم الصفدي الرائع وبعض المحلات ولكن يعيبه عدم توفر التكاسي بشكل دائم الاستقبال رائع وتسجيل الدخول والخروج معقول وكذلك سعره معقول,فندق,HOTEL,positive
1185:0,فندق قديم وهادئ موقع جيد ويبعد عن المترو #1636;#1632;#1632; متر وبالأسفل يوجد مطعم الصفدي الرائع وبعض المحلات ولكن يعيبه عدم توفر التكاسي بشكل دائم الاستقبال رائع وتسجيل الدخول والخروج معقول وكذلك سعره معقول,موقع,LOCATION,neutral
1185:0,فندق قديم وهادئ موقع جيد ويبعد عن المترو #1636;#1632;#1632; متر وبالأسفل يوجد مطعم الصفدي الرائع وبعض المحلات ولكن يعيبه عدم توفر التكاسي بشكل دائم الاستقبال رائع وتسجيل الدخول والخروج معقول وكذلك سعره معقول,الاستقبال,SERVICE,positive
1185:0,فندق قديم وهادئ موقع جيد ويبعد عن المترو #1636;#1632;#1632; متر وبالأسفل يوجد مطعم الصفدي الرائع وبعض المحلات ولكن يعيبه عدم توفر التكاسي بشكل دائم الاستقبال رائع وتسجيل الدخول والخروج معقول وكذلك سعره معقول,سعر,HOTEL,neutral
1185:1,الفندق كان جميلا ولكن أثاثه بدأ يهترئ  لايتوفر في الفندق نادي صحي  ولم أجرب أكل المطاعم فيه الفندق قريب من دبي مول ولا أنصح به في السكن مجددا لأنه هناك فنادق أرقى منه بسعر متقارب,الفندق,HOTEL,positive
1185:1,الفندق كان جميلا ولكن أثاثه بدأ يهترئ  لايتوفر في الفندق نادي صحي  ولم أجرب أكل المطاعم فيه الفندق قريب من دبي مول ولا أنصح به في السكن مجددا لأنه هناك فنادق أرقى منه بسعر متقارب,الفندق,LOCATION,neutral
1185:1,الفندق كان جميلا ولكن أثاثه بدأ يهترئ  لايتوفر في الفندق نادي صحي  ولم أجرب أكل المطاعم فيه الفندق قريب من دبي مول ولا أنصح به في السكن مجددا لأنه هناك فنادق أرقى منه بسعر متقارب,سعر,HOTEL,neutral
848:0,فندق راقي جدا وخدماته ممتازه ..,فندق,HOTEL,positive
848:0,فندق راقي جدا وخدماته ممتازه ..,خدماته,SERVICE,positive
848:1,النظافة الاهتمام وجود مدخلين للفندق كان شي رائع ايضا,النظافة,HOTEL,positive
848:2,لا اتوقع ان اسكن في المره القادمة في فندق اخر تسجيل الخروج والدخول كان سهل ولم يستغرق اكثر من #1635; دقائق,NULL,HOTEL,positive
848:3,الموظفين من الاستقبال الى خدمة الغرف غاية في الرقي والتعامل المريح اطلالتي على الكعبه كانت رائعه,الموظفين,SERVICE,positive
848:3,الموظفين من الاستقبال الى خدمة الغرف غاية في الرقي والتعامل المريح اطلالتي على الكعبه كانت رائعه,الاستقبال,SERVICE,positive
848:3,الموظفين من الاستقبال الى خدمة الغرف غاية في الرقي والتعامل المريح اطلالتي على الكعبه كانت رائعه,خدمة الغرف,SERVICE,positive
848:3,الموظفين من الاستقبال الى خدمة الغرف غاية في الرقي والتعامل المريح اطلالتي على الكعبه كانت رائعه,الكعبه,LOCATION,positive
1803:0,اسبوع لن يُنسى قضيت برفقة أسرتى أسبوع من أروع أيام حياتى حيث البساطة والهدوء ونقاء الطبيعة والشعور بالأمان ، وحيث الصحراء الغامضة والنجوم المتلألئة وحفاوة الاستقبال والضيافة من مالك الفندق .,حفاوة الاستقبال,SERVICE,positive
1803:0,اسبوع لن يُنسى قضيت برفقة أسرتى أسبوع من أروع أيام حياتى حيث البساطة والهدوء ونقاء الطبيعة والشعور بالأمان ، وحيث الصحراء الغامضة والنجوم المتلألئة وحفاوة الاستقبال والضيافة من مالك الفندق .,الضيافة,SERVICE,positive
1803:1,ونحن ننتظر أقرب فرصة أخرى لتتكرر زيارتنا للواحات حيث أصبحنا لا نفكر بغيرها من مصايف أو رحلات . وأتقدم بخالص الشكر لصاحب الفندق على كرمه وعلى كل ما قدمه لنا من وسائل وبرامج امتعتنا واسعدتنا .,وسائل,SERVICE,positive
1803:1,ونحن ننتظر أقرب فرصة أخرى لتتكرر زيارتنا للواحات حيث أصبحنا لا نفكر بغيرها من مصايف أو رحلات . وأتقدم بخالص الشكر لصاحب الفندق على كرمه وعلى كل ما قدمه لنا من وسائل وبرامج امتعتنا واسعدتنا .,برامج,HOTEL,positive
1803:1,ونحن ننتظر أقرب فرصة أخرى لتتكرر زيارتنا للواحات حيث أصبحنا لا نفكر بغيرها من مصايف أو رحلات . وأتقدم بخالص الشكر لصاحب الفندق على كرمه وعلى كل ما قدمه لنا من وسائل وبرامج امتعتنا واسعدتنا .,NULL,HOTEL,positive
1219:0,مدهش! أحببت هذا المكان كثيراً، كان الجو العام رائعاً،,المكان,LOCATION,positive
1219:0,مدهش! أحببت هذا المكان كثيراً، كان الجو العام رائعاً،,الجو العام,HOTEL,positive
1219:1,وموظفو الفندق رائعون، إذ كانوا يحرصون على أن نحصل على كل ما نحتاجه.,موظفو الفندق,SERVICE,positive
1219:2,الشواطئ جميلة ، والغوص مذهل ومدربو الغوص أكثر من مدهشين وصبورين ولطيفين. أتشوق للعودة إلى هناك,NULL,HOTEL,positive
1219:3,كانت الغرفة دائماً نظيفة والطعام رائع، حتى أنه كان يوجد مطعم للمعكرونة حيث يقدمون معكرونة لذيذة تناسب جميع الأذواق.كل شيء كان مدهشاً.,الغرفة,ROOMS,positive
1219:3,كانت الغرفة دائماً نظيفة والطعام رائع، حتى أنه كان يوجد مطعم للمعكرونة حيث يقدمون معكرونة لذيذة تناسب جميع الأذواق.كل شيء كان مدهشاً.,الطعام,FOOD_DRINKS,positive
1219:3,كانت الغرفة دائماً نظيفة والطعام رائع، حتى أنه كان يوجد مطعم للمعكرونة حيث يقدمون معكرونة لذيذة تناسب جميع الأذواق.كل شيء كان مدهشاً.,NULL,HOTEL,positive
1719:0,شكر السلام عليكم ورحمة وبركاته نود ان نوجه جزيل الشكر والأمتنان على حسن الاستضافة والمعاملة الحسنة فقد سعدنا كثيراً بخدمتكم والإقامة لديكم,الاستضافة,SERVICE,positive
1719:0,شكر السلام عليكم ورحمة وبركاته نود ان نوجه جزيل الشكر والأمتنان على حسن الاستضافة والمعاملة الحسنة فقد سعدنا كثيراً بخدمتكم والإقامة لديكم,المعاملة,SERVICE,positive
1719:0,شكر السلام عليكم ورحمة وبركاته نود ان نوجه جزيل الشكر والأمتنان على حسن الاستضافة والمعاملة الحسنة فقد سعدنا كثيراً بخدمتكم والإقامة لديكم,خدمتكم,SERVICE,positive
1719:0,شكر السلام عليكم ورحمة وبركاته نود ان نوجه جزيل الشكر والأمتنان على حسن الاستضافة والمعاملة الحسنة فقد سعدنا كثيراً بخدمتكم والإقامة لديكم,الإقامة,HOTEL,positive
2191:0,تجنب هذا المكان  الغرفة رثة وغير مصانة جيدًا: تبدو جيدة لمجموعات السائحين من البولندين والروس، لكن لا يلائم المسافرين الأكثر مغامرة.,المكان,HOTEL,negative
2191:0,تجنب هذا المكان  الغرفة رثة وغير مصانة جيدًا: تبدو جيدة لمجموعات السائحين من البولندين والروس، لكن لا يلائم المسافرين الأكثر مغامرة.,الغرفة,ROOMS,negative
2191:0,تجنب هذا المكان  الغرفة رثة وغير مصانة جيدًا: تبدو جيدة لمجموعات السائحين من البولندين والروس، لكن لا يلائم المسافرين الأكثر مغامرة.,NULL,ROOMS,negative
2191:1,تفتقر الغرف إلى التجهيزات الأساسية -- الشامبو ومجفف الشعر الغسالات والخزائن وثلاجة البار.,الغرف,ROOMS,negative
2191:1,تفتقر الغرف إلى التجهيزات الأساسية -- الشامبو ومجفف الشعر الغسالات والخزائن وثلاجة البار.,الخزائن,ROOMS,negative
2191:2,تتميز تونس بإنتاج النبيذ الممتاز ولكنك لن تجد هذا هنا: لا يوجد سوى نوع واحد فقط من النبيذ الأحمر والأبيض والوردي.,النبيذ,FOOD_DRINKS,negative
2191:3,الإفطار رديء جدًا: لا يمكن العثور على البوفيه.,الإفطار,FOOD_DRINKS,negative
2191:3,الإفطار رديء جدًا: لا يمكن العثور على البوفيه.,البوفيه,FOOD_DRINKS,negative
2191:4,يقع الفندق على بعد عشر دقائق بالتاكسي من وسط مدينة الحمامات. هل هذا فندق أربع نجوم؟ نجمتين على الأكثر.,وسط مدينة الحمامات,LOCATION,positive
2191:4,يقع الفندق على بعد عشر دقائق بالتاكسي من وسط مدينة الحمامات. هل هذا فندق أربع نجوم؟ نجمتين على الأكثر.,فندق,HOTEL,negative
1524:0,لا شيء سوى أشياء جميلة ليس لدي شيء لأقوله عن فندق جي جي هوتل إلا الأشياء الجميلة. موظفون رائعون ومحبون ومساعدون وغرف نظيفة ومرتبة، بالإضافة إلى أننا حصلنا على ترقية غرفة مجانية! الفندق سهل العثور عليه والفندق ليس بعيدًا عن أقرب محطة مترو. اتصال wifi جيد كما تتوقعه. يحصل النزلاء على قسيمة بقيمة 50 دولا هونغ كونغ لمطبخ ميغان، المطعم في الطابق السفلي الذي كان مكافأة لطيفة.,موظفون,SERVICE,positive
1524:0,لا شيء سوى أشياء جميلة ليس لدي شيء لأقوله عن فندق جي جي هوتل إلا الأشياء الجميلة. موظفون رائعون ومحبون ومساعدون وغرف نظيفة ومرتبة، بالإضافة إلى أننا حصلنا على ترقية غرفة مجانية! الفندق سهل العثور عليه والفندق ليس بعيدًا عن أقرب محطة مترو. اتصال wifi جيد كما تتوقعه. يحصل النزلاء على قسيمة بقيمة 50 دولا هونغ كونغ لمطبخ ميغان، المطعم في الطابق السفلي الذي كان مكافأة لطيفة.,غرف,ROOMS,positive
1524:0,لا شيء سوى أشياء جميلة ليس لدي شيء لأقوله عن فندق جي جي هوتل إلا الأشياء الجميلة. موظفون رائعون ومحبون ومساعدون وغرف نظيفة ومرتبة، بالإضافة إلى أننا حصلنا على ترقية غرفة مجانية! الفندق سهل العثور عليه والفندق ليس بعيدًا عن أقرب محطة مترو. اتصال wifi جيد كما تتوقعه. يحصل النزلاء على قسيمة بقيمة 50 دولا هونغ كونغ لمطبخ ميغان، المطعم في الطابق السفلي الذي كان مكافأة لطيفة.,الفندق,HOTEL,negative
587:1,كل شيء جميل في هذا الفندق، طاقم الاستقبال وحاملي الحقائب وعاملي النظافة ووو الخ تشعر بأنهم يحبون العمل لكي ترتاح وهذا الشعور يصعب وجوده في أماكن مماثل، تحياتي لق#1700;رنر ويست باي,طاقم الاستقبال,SERVICE,positive
1868:0,لن نقيم هنا مرة أخرى.  ليس فندقاً رائعاً، بعيد حقاُ عن مناطق الجذب الرئيسية، المنطقة لاتبدو آمنة وتبعد 20 دقيقة سيرا على الأقدام من أقرب محطة مترو عبر طريق مزدحم وغير آمن.,فندقاً,HOTEL,negative
1868:0,لن نقيم هنا مرة أخرى.  ليس فندقاً رائعاً، بعيد حقاُ عن مناطق الجذب الرئيسية، المنطقة لاتبدو آمنة وتبعد 20 دقيقة سيرا على الأقدام من أقرب محطة مترو عبر طريق مزدحم وغير آمن.,المنطقة,LOCATION,negative
1868:0,لن نقيم هنا مرة أخرى.  ليس فندقاً رائعاً، بعيد حقاُ عن مناطق الجذب الرئيسية، المنطقة لاتبدو آمنة وتبعد 20 دقيقة سيرا على الأقدام من أقرب محطة مترو عبر طريق مزدحم وغير آمن.,طريق,LOCATION,negative
1868:1,الإفطار لم يكن جيد جدا، الدش لم يعمل بشكل جيد جدا، فريق العمل كان مزاجياً. لا ثم لا.,الإفطار,FOOD_DRINKS,negative
1868:1,الإفطار لم يكن جيد جدا، الدش لم يعمل بشكل جيد جدا، فريق العمل كان مزاجياً. لا ثم لا.,الدش,ROOMS,negative
1868:1,الإفطار لم يكن جيد جدا، الدش لم يعمل بشكل جيد جدا، فريق العمل كان مزاجياً. لا ثم لا.,فريق العمل,SERVICE,negative
1868:1,الإفطار لم يكن جيد جدا، الدش لم يعمل بشكل جيد جدا، فريق العمل كان مزاجياً. لا ثم لا.,NULL,HOTEL,negative
1646:0,فندق ممتاز اقمنا 4 ايام في هذا الفندق .. المحلات التجارية قريبة منا .. الخدمة ممتازة .. تعامل راقي من الموظفين .. حوض استحمام للكبار .. وللاطفال,فندق,HOTEL,positive
1646:0,فندق ممتاز اقمنا 4 ايام في هذا الفندق .. المحلات التجارية قريبة منا .. الخدمة ممتازة .. تعامل راقي من الموظفين .. حوض استحمام للكبار .. وللاطفال,الخدمة,SERVICE,positive
1646:0,فندق ممتاز اقمنا 4 ايام في هذا الفندق .. المحلات التجارية قريبة منا .. الخدمة ممتازة .. تعامل راقي من الموظفين .. حوض استحمام للكبار .. وللاطفال,الموظفين,SERVICE,positive
1646:1,.. تصميم ممرات الفندق مميزة .. احيانا تصدر رائحة كريهة من بعض الأماكن .. الباب الخلفي يغلق بعد منتصف الليل مما يجعلك تذهب للبوابة الرئيسية حيث تمشي ما مقداره 10 دقائق,الفندق,HOTEL,positive
574:0,فندق ذو طابع مميز من افضل الفنادق الموجوده فى مصر حيث اقمت فى الفندق لمده سبعه ليالى مع زوجتى من اسعد ايام حياتى فقد وفر الفندق لنا منها الراحه والهدوء,فندق,HOTEL,positive
574:0,فندق ذو طابع مميز من افضل الفنادق الموجوده فى مصر حيث اقمت فى الفندق لمده سبعه ليالى مع زوجتى من اسعد ايام حياتى فقد وفر الفندق لنا منها الراحه والهدوء,الفندق,HOTEL,positive
574:1,والوجبات المتنوعه يوميا حيث انهم يشكلون اصناف الوجبات يوميا على طرق مختلفه لبلدان العالم وبه خدمه غرف ممتازه واستقبال اكثر من ممتاز بجد فوق الوصف,غرف,ROOMS,positive
574:1,والوجبات المتنوعه يوميا حيث انهم يشكلون اصناف الوجبات يوميا على طرق مختلفه لبلدان العالم وبه خدمه غرف ممتازه واستقبال اكثر من ممتاز بجد فوق الوصف,استقبال,SERVICE,positive
965:0,فندق جيد حسناً، الفندق كان على ما يرام تماماً. الغرفة كانت رائعة ونظيفة، ويقع الفندق بالقرب من مركز الأعمال. لا شيء يدعو للشكوى,فندق,HOTEL,positive
965:0,فندق جيد حسناً، الفندق كان على ما يرام تماماً. الغرفة كانت رائعة ونظيفة، ويقع الفندق بالقرب من مركز الأعمال. لا شيء يدعو للشكوى,الفندق,HOTEL,positive
